Harvard University,1,1
Stanford University,2,2
Massachusetts Institute of Technology (MIT),4,3
"University of California, Berkeley",3,4
University of Cambridge,5,5
Princeton University,7,6
California Institute of Technology,6,7
Columbia University,8,8
University of Chicago,9,9
University of Oxford,10,9
Yale University,11,11
"University of California, Los Angeles",12,12
Cornell University,13,13
"University of California, San Diego",14,14
University of Washington,16,15
University of Pennsylvania,15,16
The Johns Hopkins University,17,17
"University of California, San Francisco",18,18
Swiss Federal Institute of Technology Zurich,20,19
University College London,21,20
The University of Tokyo,21,21
University of Michigan - Ann Arbor,23,22
"The Imperial College of Science, Technology and Medicine",24,22
University of Wisconsin - Madison,19,24
University of Toronto,28,24
Kyoto University,26,26
New York University,27,27
University of Illinois at Urbana-Champaign,25,28
Northwestern University,30,28
"University of Minnesota, Twin Cities",29,30
Duke University,31,31
Washington University in St. Louis,32,32
Rockefeller University,34,33
University of Colorado at Boulder,33,34
Pierre and Marie  Curie University - Paris 6,37,35
University of North Carolina at Chapel Hill,43,36
University of British Columbia,40,37
The University of Manchester,41,38
The University of Texas at Austin,36,39
University of Copenhagen,42,39
"University of California, Santa Barbara",35,41
University of Paris Sud (Paris 11),39,42
"University of Maryland, College Park",38,43
University of Melbourne,54,44
The University of Texas Southwestern Medical Center at Dallas,46,45
University of Edinburgh,51,45
Karolinska Institute,44,47
"University of California, Irvine",45,47
Heidelberg University,54,49
University of Munich,61,49
University of Southern California,47,51
"Rutgers, The State University of New Jersey - New Brunswick",61,52
Technical University Munich,50,53
Vanderbilt University,49,54
"University of California, Davis",47,55
University of Zurich,60,56
Utrecht University,52,57
Pennsylvania State University - University Park,54,58
King's College London,67,59
Purdue University - West Lafayette,57,60
Uppsala University,73,60
Carnegie Mellon University,52,62
University of Bristol,64,63
The Ohio State University - Columbus,65,64
University of Pittsburgh,61,65
University of Geneva,69,66
McGill University,58,67
Ecole Normale Superieure - Paris,71,67
University of Oslo,69,69
The Hebrew University of Jerusalem,59,70
Ghent University,85,70
Boston University,75,72
University of Helsinki,76,73
The Australian National University,66,74
Brown University,67,74
Aarhus University,81,74
Leiden University,74,77
University of Florida,71,78
Technion-Israel Institute of Technology,77,78
Stockholm University,82,78
Osaka University,85,78
Rice University,92,82
University of Groningen,92,82
Moscow State University,79,84
The University of Queensland,85,85
University of Arizona,78,86
University of Utah,85,87
Arizona State University,79,88
The University of Western Australia,91,88
University of Basel,83,90
University of Rochester,90,90
McMaster University,92,90
University of Strasbourg,97,95
