World Rank-11,University,National Rank-11,Overall-11,Alumini-11,Award-11,HiCi-11,N&S-11,PUB-11,PCP-11
3,Massachusetts Institute of Technology (MIT),3,72,72.8,81.9,67.9,70.6,60.6,63.7
4,"University of California, Berkeley",4,71.9,68.3,79.3,70,69.5,69.4,53.1
5,University of Cambridge,1,70,87.1,96.7,54.5,54.1,65.1,52
6,California Institute of Technology,5,64.7,52.6,68.8,57.3,65,46.5,100
7,Princeton University,6,61.2,56.7,87.1,62.1,43.8,43.4,64.2
8,Columbia University,7,60.4,69.6,67.4,57.1,50.8,67.5,31
9,University of Chicago,8,57.5,65,83.9,52,40.4,50.9,39.1
10,University of Oxford,2,56.4,55.5,57.6,48.9,49.7,69.5,40
11,Yale University,9,54.8,49.6,44.9,59.5,57.4,61.6,35.5
12,"University of California, Los Angeles",10,53,30,42.6,57.5,53.1,73.6,30.3
13,Cornell University,11,51.5,42,51.1,54.5,48.3,56.4,36.9
14,University of Pennsylvania,12,50.4,36.3,34.3,57.7,48.8,67.5,36.5
15,"University of California, San Diego",13,49.5,15.6,35.8,61.2,52.4,65.6,34.5
16,University of Washington,14,48.8,24.3,31.7,55,51.9,72.4,27.3
17,"University of California, San Francisco",15,46.7,0,40.1,53.5,54.2,62,33.9
18,The Johns Hopkins University,16,45.9,43.2,32.1,42.1,47.9,65.6,26.8
19,University of Wisconsin - Madison,17,45.6,35.3,35.4,52,39.7,64.2,24.6
20,University College London,3,44.8,32.2,32.1,39.5,46.1,68,31.2
21,The University of Tokyo,1,44.6,35.3,14.1,42.1,52.7,75.8,28.3
22,University of Michigan - Ann Arbor,18,44.1,36.7,0,60.4,45,77.7,25.1
23,Swiss Federal Institute of Technology Zurich,1,43.2,33.8,36.1,36.4,43.6,53.8,46.1
24,"The Imperial College of Science, Technology and Medicine",4,42.6,16.6,37.2,41.5,39.6,62.7,34.5
25,University of Illinois at Urbana-Champaign,19,42.5,34.3,36.5,43.9,38.2,57,27.4
26,University of Toronto,1,41.9,22.8,19.2,38.9,40.6,79.5,27.2
27,Kyoto University,2,41.2,33.8,34.7,39.5,35.5,62.2,22.7
28,"University of Minnesota, Twin Cities",20,40.8,30,16.2,51,36.8,66.4,25.2
29,New York University,21,38.8,32.2,24.4,42.1,39.4,55.4,22
30,Northwestern University,22,38.7,17.6,22.1,48.4,37.7,57.8,26.2
31,Washington University in St. Louis,23,38.1,21.2,25.9,38.9,42.6,54.4,25.1
32,University of Colorado at Boulder,24,37.2,14.4,30.7,39.5,42.2,44.8,32
33,Rockefeller University,25,37.1,19.5,58.4,28.9,42.5,21.5,37.7
33,"University of California, Santa Barbara",25,37.1,16.6,35.1,42.7,34.8,40.6,36.8
35,Duke University,27,35.1,17.6,0,47,40.9,62.5,22
35,The University of Texas at Austin,27,35.1,18.6,16.6,45.6,31.7,55.2,24.1
37,University of British Columbia,2,34.9,17.6,18.9,32.3,31.8,65.9,23.4
38,The University of Manchester,5,34.8,21.2,33.9,28,27.7,56.6,23.8
38,"University of Maryland, College Park",29,34.8,22,19.9,41.5,31,52.8,25.7
40,University of Paris Sud (Paris 11),1,34.6,32.2,53.9,16.1,20.3,49,24.8
41,Pierre and Marie  Curie University - Paris 6,2,34.3,35.4,23.5,25,30.1,59.4,21.6
42,University of North Carolina at Chapel Hill,30,34,10.2,16.2,39.5,31.8,60.7,23.2
43,University of Copenhagen,1,33.7,25,24.1,25.5,26.3,57.8,34.5
44,Karolinska Institute,1,33.5,25.6,27.2,32.3,21.3,50.5,37.3
45,Pennsylvania State University - University Park,31,32.1,11.8,0,46.2,36.9,55.5,22.2
46,University of Southern California,32,32,0,26.7,39.5,26.1,53.2,19.6
47,Technical University Munich,1,31.8,39.9,23.5,25,21.9,48.1,31.8
48,"University of California, Davis",33,31.7,0,0,47.9,33.5,60.2,24.9
48,"University of California, Irvine",33,31.7,0,29.3,36.8,25.9,48.7,25.9
48,Utrecht University,1,31.7,26.3,20.9,29.8,29,48.2,25.8
51,The University of Texas Southwestern Medical Center at Dallas,35,31.6,21.2,33.1,31.5,29.4,37.8,21.6
52,Vanderbilt University,36,31.3,17.6,29.5,31.5,22.1,50.5,18.4
53,The University of Edinburgh,6,31.2,23.5,16.6,27,34.2,50.3,23.5
54,University of Munich,2,30.9,29.4,22.8,16.1,28.2,52.4,31.8
55,Carnegie Mellon University,37,30.6,36.3,32.7,30.6,16.4,33.9,33.5
56,University of Zurich,2,30.5,5.9,26.7,25.5,29.4,50.6,25.6
57,The Hebrew University of Jerusalem,1,30.3,36.7,28.1,25,20,40.7,29.7
57,University of Pittsburgh,38,30.3,21.2,0,42.1,24.2,60.8,18.1
59,"Rutgers, The State University of New Jersey - New Brunswick",39,30.1,11.8,19.9,39.5,26.5,43.3,21.9
60,University of Melbourne,1,30,19.5,14.1,25,21.1,62.1,26.8
61,Purdue University - West Lafayette,40,29.9,15.6,23.2,29.8,23.8,50.1,20.5
62,University of Heidelberg,3,29.6,15.6,27,19.1,24.1,50.4,30.4
63,The Ohio State University - Columbus,41,29.5,14.4,0,41.1,26.2,59.7,17.9
64,McGill University,3,29.4,31.1,0,32.3,24.2,58.2,24.5
65,Brown University,42,29.2,16.6,13.6,32.3,29.5,42.1,31.7
65,Leiden University,2,29.2,20.4,15.4,28,22.6,49.4,32.8
67,Uppsala University,2,29,20.4,32.1,14.4,22.4,48.8,25.5
68,King's College London,7,28.9,14.4,23,30.6,17.6,50.4,22.8
69,Ecole Normale Superieure - Paris,3,28.7,54.2,24.4,12.5,19.4,27.4,57.2
70,The Australian National University,2,28.6,15.6,12.6,33.9,26.3,43.5,29.2
70,University of Bristol,8,28.6,8.3,17.8,28.4,29.6,45.6,26.7
72,University of Florida,43,28.4,19.5,0,37.5,19.7,62.1,17.3
73,University of Geneva,3,28.1,25,28.1,20.4,25.6,36.6,26.5
74,University of Helsinki,1,28,14.4,17.8,23.9,20.8,51.2,29.4
75,University of Oslo,1,27.9,20.4,33.3,17.7,14.9,47.5,24.1
76,Boston University,44,27.7,13.2,11.5,29.8,25.8,50.7,20.6
77,Moscow State University,1,26.9,47.4,34.1,0,10.1,46.9,31.2
78,Arizona State University - Tempe,45,26.7,0,19.9,27,28.8,44.4,18.5
79,University of Utah,46,26.5,0,11.5,30.6,27.6,47.1,23.3
80,University of Arizona,47,26.4,0,0,29.8,37.1,51,20.8
81,Stockholm University,3,26.1,24.3,29.5,16.1,19.1,38.1,23.2
82,Indiana University Bloomington,48,25.9,11.8,22.7,26,20.5,40.8,19.5
82,Osaka University,3,25.9,10.2,0,27,28.2,56.9,16.8
84,University of Rochester,49,25.8,28.2,8.9,27,22.8,41.7,21.7
85,University of Nottingham,9,25.7,13.2,19.9,23.9,16.3,48,20.2
86,Aarhus University,2,25.4,13.2,22.1,7.2,24.3,49.3,27.9
86,The University of Queensland,3,25.4,14.4,0,20.4,24.4,58.1,25.9
86,University of Goettingen,4,25.4,31.1,19.9,16.1,18.9,40.1,25.7
89,Ghent University,1,25.3,5.9,15.4,17.7,16.8,55.2,29.8
89,McMaster University,4,25.3,14.4,18.9,23.9,16.7,45.2,21.9
89,University of Basel,4,25.3,22,17,23.4,18,36.9,33
92,Michigan State University,50,25.1,10.2,0,36.8,19.5,51.5,17.9
93,Rice University,51,24.8,18.6,21.8,21.7,23.2,29.9,29.4
94,Nagoya University,4,24.7,25,14.1,16.1,22.4,44.8,20.4
94,University of Bonn,5,24.7,17.6,19.9,14.4,23.9,40.4,25.1
96,University of Sydney,4,24.5,16.6,0,19.1,19,60.5,23.6
97,Case Western Reserve University,52,24.4,34.8,11.5,21.7,16.6,40,22.3
97,The University of Sheffield,10,24.4,20.4,14.1,21,18.7,43.6,21.8
97,Tohoku University,5,24.4,16.6,0,21.7,22.1,55.9,21
100,Texas A&M University - College Station,53,24.2,0,0,33.9,19.9,53.8,19.8
100,University of Frankfurt,6,24.2,34.8,8.9,19.1,19.7,39.8,25.4
102-150,Aix-Marseille University,4-6,,15.6,0,16.1,22.4,44.3,15.3
102-150,Baylor College of Medicine,54-68,,0,0,19.1,32.7,40.5,19.6
102-150,Catholic University of Leuven,2-3,,0,0,22.8,16.3,52.5,24.9
102-150,Catholic University of Louvain,2-3,,11.8,13.6,17.7,11.4,40.7,26.9
102-150,Emory University,54-68,,0,0,32.3,24.8,50.8,17.7
102-150,Georgia Institute of Technology,54-68,,14.4,0,26,22.6,43.8,25.2
102-150,Hokkaido University,6-7,,13.2,16.2,16.1,16.5,45.6,15.9
102-150,London School of Economics and Political Science,11-15,,22.8,16.2,16.1,,28,25.9
102-150,Lund University,4,,24.3,0,25,17.2,49.6,20.8
102-150,Mayo Medical School,54-68,,0,0,25,15.1,47.7,25.8
102-150,National Taiwan University,1,,13.2,0,17.7,12.7,58.8,19.2
102-150,National University of Singapore,1,,0,0,10.2,16.3,58.1,28.2
102-150,Oregon State University,54-68,,11.8,0,27,22.2,33.1,21.6
102-150,Radboud University Nijmegen,3-6,,18.6,0,10.2,17.4,49.4,30.3
102-150,Seoul National University,1,,0,0,7.2,14.5,66.7,21.2
102-150,Swiss Federal Institute of Technology of Lausanne,5,,0,0,23.9,22.6,39.8,33
102-150,Technion-Israel Institute of Technology,2-4,,16.6,23,16.1,13.4,36.5,22.8
102-150,Tel Aviv University,2-4,,0,0,23.9,15.6,49.2,26.2
102-150,The University of Georgia,54-68,,0,0,27,21.1,44.1,18.3
102-150,The University of Western Australia,5,,15.6,14.1,22.8,13.9,42.2,25.7
102-150,Tokyo Institute of Technology,6-7,,14.4,0,21.7,21.8,41.3,25.7
102-150,Tufts University,54-68,,16.6,16.6,22.8,15.1,36.7,25.1
102-150,University of Alberta,5-6,,13.2,0,21.7,19.4,55.7,20.7
102-150,University of Amsterdam,3-6,,5.9,0,19.1,21.1,52.7,26.1
102-150,University of Birmingham,11-15,,21.2,10.9,21.7,16.1,45.8,20.8
102-150,"University of California, Riverside",54-68,,14.4,0,27,28.6,33.3,26.9
102-150,"University of California, Santa Cruz",54-68,,0,0,28.9,34.3,29.8,31.2
102-150,University of Delaware,54-68,,11.8,16.2,22.8,12.7,32.3,18.9
102-150,University of Freiburg,7-10,,21.2,20.9,15.3,21.1,37.1,24
102-150,University of Groningen,3-6,,0,19.9,17.7,16.6,48.9,27.4
102-150,University of Hawaii at Manoa,54-68,,0,0,26,27.5,37.2,18.4
102-150,University of Iowa,54-68,,0,0,30.6,23.9,45.7,18
102-150,University of Leeds,11-15,,19.5,0,14.4,21.8,44.3,18.7
102-150,University of Liverpool,11-15,,19.5,15.4,12.5,19.4,40.1,20.6
102-150,University of Massachusetts Amherst,54-68,,15.6,0,33.1,16.5,36.2,21.9
102-150,University of Massachusetts Medical School - Worcester,54-68,,0,19.9,14.4,28.5,27.1,19.9
102-150,University of Montreal,5-6,,13.2,0,14.4,19,51.8,20
102-150,University of Muenster,7-10,,22,15.4,12.5,14.9,35.6,21.3
102-150,University of Paris Diderot (Paris 7),4-6,,15.6,13.8,14.4,22.7,43.2,16.7
102-150,University of Pisa,1-2,,15.6,23.5,16.1,5.2,37.1,17.7
102-150,University of Roma - La Sapienza,1-2,,13.2,15.4,10.2,15.6,49.2,13.5
102-150,University of Sao Paulo,1,,0,0,10.2,12.5,73.7,14.6
102-150,University of Strasbourg,4-6,,25,22.4,17.7,18.4,35.1,18.9
102-150,University of Sussex,11-15,,0,22.7,20.4,14.9,27.4,25.3
102-150,University of Tuebingen,7-10,,25.6,0,14.4,18.7,41,23.4
102-150,University of Virginia,54-68,,0,0,33.9,27.8,45.5,18.7
102-150,University of Wuerzburg,7-10,,22,8.9,22.2,16.1,34.9,22.1
102-150,VU University Amsterdam,3-6,,0,0,25,15.6,51.1,28
102-150,Weizmann Institute of Science,2-4,,14.4,16.2,23.9,29.2,28.5,23.5
151-200,Cardiff University,16-19,,0,16.2,7.2,20.5,43.7,18.6
151-200,Colorado State University,69-89,,0,0,29.8,14.3,35.7,19.7
151-200,Dartmouth College,69-89,,20.4,0,23.9,19,29.9,22.4
151-200,Delft University of Technology,7-9,,13.2,0,7.2,20.1,38.9,20.3
151-200,Erasmus University,7-9,,0,15.4,21.7,6,34.6,25.7
151-200,Florida State University,69-89,,0,0,19.1,19,38.4,18.4
151-200,George Mason University,69-89,,0,32.1,10.2,9.4,29,17.5
151-200,Iowa State University,69-89,,0,0,22.8,17.3,42.1,19.5
151-200,Joseph Fourier University (Grenoble 1),7-8,,0,15.4,10.2,21.2,38.7,17.4
151-200,Kyushu University,8-9,,0,0,16.1,18,46.5,18
151-200,Louisiana State University - Baton Rouge,69-89,,0,0,19.1,17.2,38,15.1
151-200,Monash University,6-7,,0,0,14.4,18.6,51.7,20.4
151-200,Mount Sinai School of Medicine,69-89,,0,0,20.4,21.9,37.3,18.8
151-200,National Autonomous University of Mexico,1,,14.4,0,7.2,11.4,47.6,23.3
151-200,North Carolina State University - Raleigh,69-89,,0,0,28,13.2,42.2,18.1
151-200,Oregon Health and Science University,69-89,,0,0,19.1,20.5,35.2,20.4
151-200,State University of New York at Stony Brook,69-89,,0,0,19.1,23.5,36.4,17.1
151-200,Technical University of Denmark,3,,5.9,12.6,17.7,14.8,36.8,20.9
151-200,The Chinese University of Hong Kong,1,,0,14.1,16.1,6.5,43.9,21.7
151-200,The University of Alabama at Birmingham,69-89,,0,0,16.1,20,41.4,15
151-200,The University of Calgary,7-8,,0,0,10.2,17.2,46.2,16.9
151-200,The University of Glasgow,16-19,,8.3,0,21.7,17.1,41.9,19.7
151-200,The University of Texas Health Science Center at Houston,69-89,,0,15.4,17.7,14.7,31.5,27.2
151-200,The University of Texas M. D. Anderson Cancer Center,69-89,,0,0,21.7,17.5,43,27.4
151-200,Tsinghua University,1,,11.8,0,0,14.3,56.4,16.1
151-200,University Libre Bruxelles,4,,18.6,18.9,12.5,11.8,31.9,25.1
151-200,University of Bern,6,,14.4,0,12.5,21.1,38.7,24.6
151-200,University of Buenos Aires,1,,16.6,25.2,0,7.7,36.9,21.6
151-200,University of Hamburg,11-14,,13.2,0,17.7,16.4,34.2,19.8
151-200,University of Illinois at Chicago,69-89,,0,0,28,14.2,44.9,17.4
151-200,University of Kansas - Lawrence,69-89,,13.2,0,19.1,13.7,39.8,14.8
151-200,University of Kiel,11-14,,11.8,15.4,10.2,12.7,32.2,18.5
151-200,University of Koeln,11-14,,0,12.6,7.2,19.3,38.4,20.9
151-200,University of Mainz,11-14,,0,8.1,17.7,18.5,37.2,21.2
151-200,"University of Maryland, Baltimore",69-89,,0,0,23.9,17,38.8,17.2
151-200,University of Miami,69-89,,0,0,23.9,21.1,41.9,15.1
151-200,University of Milan,3-4,,19.5,0,18.4,11.7,46.9,18.3
151-200,University of Nebraska - Lincoln,69-89,,19.5,0,16.1,15.9,33.7,15.3
151-200,University of New South Wales,6-7,,0,0,20.4,13.3,53.1,20.7
151-200,University of Padua,3-4,,0,0,12.5,17.2,49.1,18.2
151-200,University of Paris Descartes (Paris 5),7-8,,13.7,11.9,10.2,17.3,42.6,15.5
151-200,University of Southampton,16-19,,0,0,20.4,20.1,43,21.2
151-200,University of Tennessee - Knoxville,69-89,,11.8,0,22.2,18,38.5,14.6
151-200,University of Tsukuba,8-9,,0,19.9,12.5,9.7,37.1,15.3
151-200,University of Vienna,1,,15.6,0,14.4,18.4,37.1,21.2
151-200,University of Wageningen,7-9,,0,0,28.4,14.3,38.8,29.4
151-200,University of Warwick,16-19,,0,0,25.5,15.5,36.2,20
151-200,University of Waterloo,7-8,,0,0,19.1,11.7,41.4,20.4
151-200,Virginia Commonwealth University,69-89,,11.8,14.1,17.7,11.6,35.6,14.6
151-200,Virginia Polytechnic Institute and State University,69-89,,13.2,0,22.8,14.8,40.2,17.1
201-300,Autonomous University of Madrid,1-4,,0,0,12.5,14.4,38,16.1
201-300,Brandeis University,90-110,,22,0,7.2,18.8,18.5,23.2
201-300,Chalmers University of Technology,5-8,,0,0,17.7,11.1,27.5,19.3
201-300,Charles University in Prague,1,,10.2,0,0,13.4,43.2,18.1
201-300,Claude Bernard University Lyon 1,9-13,,11.8,0,0,20.8,40.8,13.9
201-300,Complutense University of Madrid,1-4,,22,0,0,9,42.8,11
201-300,Dalhousie University,9-18,,0,0,14.4,16.5,34.4,17.4
201-300,Dresden University of Technology,15-23,,0,0,7.2,11.3,37.2,18.2
201-300,Fudan University,2-7,,0,0,7.2,12.1,50,17.7
201-300,Keio University,10,,0,0,10.2,14.5,33.4,12.8
201-300,King Saud University,1,,0,0,33.1,2.1,29.7,10.7
201-300,Korea Advanced Institute of Science and Technology,2-3,,0,0,7.2,14.8,39.7,27.3
201-300,Lancaster University,20-29,,0,0,17.7,10.5,28.9,18.6
201-300,Laval University,9-18,,0,0,16.1,9.6,37.1,15
201-300,Macquarie University,8-9,,0,0,17.7,13.6,28.8,21.5
201-300,Medical University of Vienna,2-3,,10.2,15.4,7.2,8.6,31.6,17.9
201-300,Nanjing University,2-7,,0,0,0,13,45.4,15.8
201-300,Nanyang Technological University,2,,0,0,0,7.6,47.7,22.3
201-300,National and Kapodistrian University of Athens,1,,0,0,12.5,4.1,41.4,20
201-300,National Cheng Kung University (NCKU),2,,0,0,10.2,2.1,45.2,17.8
201-300,Newcastle University,20-29,,0,0,14.4,19,36.5,17.4
201-300,Norwegian University of Science and Technology,2-3,,15.6,0,10.2,13.9,35.3,16.4
201-300,Paul Sabatier University (Toulouse 3),9-13,,0,6.3,7.2,18.5,38.6,12.9
201-300,Peking University,2-7,,0,0,0,13.5,58.4,16.6
201-300,Polytechnic Institute of Milan,5-8,,8.3,15.4,0,9,30.3,14.6
201-300,"Queen Mary, U. of London",20-29,,20.4,0,16.1,16.5,28.8,18.8
201-300,Queen's University,9-18,,0,0,16.1,14.1,35.4,19.2
201-300,Rensselaer Polytechnic Institute,90-110,,14.4,0,17.7,9.1,23.3,21.4
201-300,Royal Institute of Technology,5-8,,0,15.4,7.2,9.7,35.4,21.6
201-300,RWTH Aachen University,15-23,,0,0,10.2,10.1,40.2,19.7
201-300,Shanghai Jiao Tong University,2-7,,0,0,7.2,9.1,55.2,17
201-300,Simon Fraser University,9-18,,0,0,14.4,10.3,33.9,17.4
201-300,State University of Campinas,2,,0,0,7.2,7.9,43.1,20.5
201-300,State University of New York at Buffalo,90-110,,0,0,16.1,7.7,38.6,14.6
201-300,Technical University of Berlin,15-23,,18.6,0,16.1,6.8,28.9,16.7
201-300,The George Washington University,90-110,,13.2,0,12.5,10.6,34,15.9
201-300,The Hong Kong Polytechnic University,2-4,,0,0,14.4,3.4,40.7,18.8
201-300,The Hong Kong University of Science and Technology,2-4,,0,0,17.7,5.8,30.9,22.2
201-300,The University of Adelaide,8-9,,16.6,0,10.2,12.2,38.3,22.3
201-300,The University of Auckland,1-2,,15.6,0,10.2,13.8,38.4,18.8
201-300,The University of Connecticut - Storrs,90-110,,13.2,0,15.3,11.1,36,13.6
201-300,The University of Hong Kong,2-4,,0,0,14.4,11.1,44.8,20.7
201-300,The University of New Mexico - Albuquerque,90-110,,0,0,12.5,18.7,34.3,14.4
201-300,The University of Reading,20-29,,0,0,14.4,16.5,27.9,17.9
201-300,The University of Texas Health Science Center at San Antonio,90-110,,0,0,22.8,5.8,28.8,16.7
201-300,Trinity College Dublin,1,,11.8,14.1,7.2,11.4,31.5,17.5
201-300,Umea University,5-8,,0,0,14.4,12.1,33.9,16.5
201-300,University of Aberdeen,20-29,,0,0,10.2,13.4,34,18.5
201-300,University of Antwerp,5-6,,0,0,10.2,11.4,33.5,24.5
201-300,University of Barcelona,1-4,,0,0,10.2,13.8,49.8,15.3
201-300,University of Bergen,2-3,,0,0,7.2,15.3,35.5,17.6
201-300,University of Bochum,15-23,,0,0,12.5,10.4,37,18.6
201-300,University of Bologna,5-8,,0,0,10.2,11.3,47.7,15.5
201-300,University of Cape Town,1,,21.2,0,10.2,13.1,34.7,19
201-300,University of Central Florida,90-110,,0,0,15.3,11.6,29.6,16.4
201-300,University of Cincinnati,90-110,,0,0,22.8,9.5,40.9,14.5
201-300,University of Colorado at Denver,90-110,,0,0,17.7,13.7,39,14.3
201-300,University of Duesseldorf,15-23,,13.2,0,11.4,12.1,31.2,16.9
201-300,University of Durham,20-29,,0,0,19.1,16.8,33.3,20.2
201-300,University of East Anglia,20-29,,15.6,0,16.1,17,28.4,21.6
201-300,University of Erlangen-Nuremberg,15-23,,0,0,14.4,14,39.6,20.5
201-300,University of Florence,5-8,,0,0,16.1,13.5,38.5,15.4
201-300,University of Gothenburg,5-8,,0,15.4,7.2,9.7,39.9,16.9
201-300,University of Guelph,9-18,,0,0,16.1,14.9,32.7,18.4
201-300,University of Houston,90-110,,0,0,20.4,12.8,34.3,18.6
201-300,University of Innsbruck,2-3,,0,10.9,7.2,15.1,24.7,21
201-300,University of Kentucky,90-110,,11.8,0,7.2,11.1,41.6,13.4
201-300,University of Lausanne,7,,0,0,11.4,19.3,31.4,18.2
201-300,University of Leicester,20-29,,0,0,19.1,17.1,31.9,19.3
201-300,University of Leipzig,15-23,,13.2,15.4,0,9.8,34.4,18.5
201-300,University of Liege,5-6,,8.3,0,10.2,12.3,31.8,21.8
201-300,University of Lorraine,9-13,,13.2,18.9,0,11.3,33.8,11.9
201-300,University of Maastricht,10,,0,0,7.2,7.9,40,22.4
201-300,University of Manitoba,9-18,,0,0,16.1,9.3,34.5,15.4
201-300,University of Marburg,15-23,,11.8,0,14.4,15.3,30.8,17.6
201-300,University of Medicine and Dentistry New Jersey,90-110,,0,0,21.7,12.3,30.6,13.9
201-300,University of Missouri - Columbia,90-110,,10.2,0,7.2,12.8,39.5,13.5
201-300,University of Montpellier 2,9-13,,11.8,0,12.5,16.6,31.4,17
201-300,University of Notre Dame,90-110,,14.4,0,17.7,14.3,30.3,18.5
201-300,University of Oregon,90-110,,10.2,0,10.2,19.7,24.8,17.6
201-300,University of Otago,1-2,,0,0,14.4,11.1,35.2,26
201-300,University of Ottawa,9-18,,0,0,7.2,14.4,42.4,17.6
201-300,University of Paris Dauphine (Paris 9),9-13,,17.6,26.7,7.2,0,12.1,21.7
201-300,University of Saskatchewan,9-18,,10.2,0,16.1,8,32.5,15.5
201-300,University of Science and Technology of China,2-7,,0,0,7.2,12.3,42.9,20.8
201-300,University of South Carolina - Columbia,90-110,,0,0,16.1,12.3,34.2,14.6
201-300,University of South Florida,90-110,,0,0,12.5,11.7,39,16.1
201-300,University of Southern Denmark,4,,0,0,14.4,10.3,32.8,17.2
201-300,University of St Andrews,20-29,,11.8,0,7.2,20.7,29.7,23.3
201-300,University of Stuttgart,15-23,,21.2,0,10.2,15.1,27.9,16.8
201-300,University of Turin,5-8,,17.6,0,12.5,7.6,39.8,17.1
201-300,University of Valencia,1-4,,0,0,7.2,10.6,39.8,12.6
201-300,University of Vermont,90-110,,15.6,0,14.4,8,27.8,15
201-300,University of Victoria,9-18,,0,0,14.4,11.3,30.2,18
201-300,University of York,20-29,,0,0,17.7,12.9,31.8,20.1
201-300,Washington State University - Pullman,90-110,,0,0,20.4,12.8,31.8,16.1
201-300,Western University,9-18,,0,0,8.8,14.7,44.6,17.8
201-300,Yeshiva University,90-110,,0,0,12.5,16,34.2,19.6
201-300,Yonsei University,2-3,,0,0,7.2,9.4,52.1,20.5
201-300,Zhejiang University,2-7,,0,0,0,10.5,59.6,15.3
301-400,Aristotle University of Thessaloniki,2,,0,0,10.2,3.5,35.4,17.1
301-400,Autonomous University of Barcelona,5-6,,0,0,0,11.2,41.4,15.8
301-400,Bar-Ilan University,5-6,,0,0,14.4,8.9,28.1,15.1
301-400,Ben-Gurion University of the Negev,5-6,,0,0,7.2,8.8,34.7,16.9
301-400,Brigham Young University,111-137,,10.2,0,14.4,4,26.4,11.9
301-400,China Agricultural University,8-12,,0,0,0,9.6,36.9,14.8
301-400,City University of Hong Kong,5,,0,0,13.5,0,36.9,20.1
301-400,City University of New York City College,111-137,,32.8,0,10.2,8.4,17.5,18.7
301-400,Clemson University,111-137,,0,0,12.5,6.4,28.1,14
301-400,Drexel University,111-137,,0,0,7.2,11.2,30.2,17.4
301-400,Ecole Polytechnique,14-17,,19.5,0,7.2,9.4,26.9,20
301-400,Eindhoven University of Technology,11-12,,0,0,7.2,6.9,32.3,19.5
301-400,Eotvos Lorand University,1-2,,15.6,0,10.2,9.5,22.9,13.3
301-400,Federal University of Minas Gerais,3-5,,0,0,7.2,5.5,35.6,16.9
301-400,Federal University of Rio de Janeiro,3-5,,0,0,0,11.1,40.6,19.4
301-400,Flinders University,10-13,,17.6,0,10.2,5.2,25.9,20.4
301-400,Georgetown University,111-137,,0,0,12.5,6.1,32.7,16.9
301-400,Hanyang University,4-7,,0,0,0,6.7,36.9,18.5
301-400,Hiroshima University,11-16,,0,0,10.2,12.8,33.9,11.8
301-400,Huazhong University of Science and Technology,8-12,,0,0,0,4.8,42.6,12.6
301-400,Indian Institute of Science,1,,0,0,14.4,6.2,33.5,17.1
301-400,Indiana University-Purdue University at Indianapolis,111-137,,0,0,0,6.8,39.4,12.6
301-400,Industrial Physics and Chemistry Higher Educational Institution - Paris,14-17,,8.3,18.9,0,10.7,15.7,27.6
301-400,Istanbul University,1,,15.6,0,0,3.4,34.3,16.7
301-400,Jagiellonian University,1-2,,11.8,0,7.2,7.5,31.3,15.7
301-400,James Cook University,10-13,,0,0,10.2,13.4,24.8,21.1
301-400,Kanazawa University,11-16,,0,0,10.2,9.7,26.4,14.2
301-400,Kansas State University,111-137,,0,0,14.4,7.8,29.4,13.5
301-400,Karlsruhe Institute of Technology (KIT),24-32,,0,0,10.2,14.7,30.4,16.3
301-400,King Fahd University of Petroleum & Minerals,2,,0,0,27.5,0,18.9,17.6
301-400,Kobe University,11-16,,0,0,10.2,14,30.7,14
301-400,Korea University,4-7,,0,0,0,7.1,46.7,18.7
301-400,Medical University of Innsbruck,4-5,,0,0,12.5,5.8,24.2,22.3
301-400,Medical University of South Carolina,111-137,,0,0,14.4,5.6,30.9,18.7
301-400,National Chiao Tung University,3-4,,0,0,7.2,6.5,36.4,19.5
301-400,National Tsing Hua University,3-4,,14.4,0,0,9.4,33.8,19.9
301-400,Northeastern University,111-137,,0,0,7.2,13.2,26.5,15.3
301-400,Okayama University,11-16,,0,0,7.2,13.1,31,12.2
301-400,Pohang University of Science and Technology,4-7,,0,0,0,11.3,30.7,30.2
301-400,Polytechnic University of Valencia,5-6,,0,0,5.1,12.7,29.4,14.4
301-400,Queen's University Belfast,30-33,,20.4,0,0,12.4,32.8,17
301-400,Saint Louis University,111-137,,0,12.6,10.2,5.2,25,12.3
301-400,Saint Petersburg State University,2,,30.6,0,0,4.8,26.8,16
301-400,San Diego State University,111-137,,0,0,14.4,13.5,27.4,16.3
301-400,Sao Paulo State University,3-5,,0,0,0,5.5,42.2,19.6
301-400,Scuola Normale Superiore - Pisa,9-13,,0,0,14.4,6.4,16.7,44.9
301-400,Shandong University,8-12,,0,0,0,4.5,43.1,11.8
301-400,Sichuan University,8-12,,0,0,0,2.6,45.6,12.2
301-400,State University of New York at Albany,111-137,,0,0,16.1,6.1,27.2,17.3
301-400,State University of New York Health Science Center at Brooklyn,111-137,,0,15.4,10.2,7.6,17,17.1
301-400,Stockholm School of Economics,9-10,,0,16.6,0,,10.4,37
301-400,Sun Yat-sen University,8-12,,0,0,0,4.5,44.2,14
301-400,Sungkyunkwan University,4-7,,0,0,0,10,43.5,18.8
301-400,Swedish University of Agricultural Sciences,9-10,,0,0,12.5,12.2,27.7,21
301-400,Syracuse University,111-137,,0,0,16.1,8.9,24.5,13.3
301-400,Technical University Darmstadt,24-32,,16.6,0,7.2,7.5,28.3,14.9
301-400,Temple University,111-137,,0,0,12.5,7.5,32.5,11.2
301-400,The University of Dundee,30-33,,0,0,16.1,11,26.1,16.7
